,url,base,title,description,sku,color_valuecolor_value,price,color
199,tienda1ballerinas-with-cerise-straps-for-toddlers.html,Ballerinas with Cerise straps for toddlers,Description & Composition,"
                            ",H20EFBBCHERI, ,€95.00,
200,tienda1chemise-en-popeline-imprimee-bebe-blanc-naturel.html,Baby Printed Poplin Shirt natural white,Description & Composition,"
                            The Malo shirt for baby features a very elegant loose fit. The lightweight poplin has a refined print.
",S01YSHWO0403, ,€75.00,
201,tienda1combinaison-avec-dentelle-de-calais-bebe-blanc-lait.html,Baby Romper with Calais Lace milk white,Description & Composition,"
                            This Lotti baby romper features short ruffled raglan sleeves. Two flat pleats and Calais lace inserts add charm to the front and back of the design.
",S01XSEWO0301, ,€110.00,
202,tienda1baby-cotton-set-almond.html,Baby Cotton Set almond,Description & Composition,"
                            This cotton set for baby is comfortable and easy to match. It is composed of leggings with an elastic waist and a top with an envelope neck.
",S01ZSEKN0901, ,€55.00,
203,tienda1combinaison-a-cerise-ajouree-bebe-gris-chine-clair.html,Baby playsuit grey,Description & Composition,"
                            ",S01ZSEKN0701, ,€125.00,
204,tienda1catalog/product/view/id/180185/s/cardigan-navy/,Cardigan Navy,Description & Composition,"
                            With this cotton cardigan, elegance is beautifully combined with comfort. The Bonpoint cherry is delicately embroidered on the front of this navy blue garment. Worn buttoned up over a poplin shirt, it makes a modern and smart outfit.                        ",PEBDA2557CA, ,€80.00,
205,tienda1dandy-pants-milk-white.html,Dandy pants Milk white,Description & Composition,"
                            The Dandy pants are delicately styled in 100% white linen. They have a fully elasticated waistband and a patch pocket at the back. They go well with a flowing printed blouse.                        ",PEDANDY2, ,€65.00,
206,tienda1catalog/product/view/id/177239/s/cardigan-milk-white/,Cardigan Milk white,Description & Composition,"
                            This white cotton cardigan brings a touch of light to dark-colored outfits. It is decorated with pretty little pearly buttons and a golden cherry embroidered on the front. Pair it up with a taffeta dress for a graceful ensemble.                        ",PEBDA2557CA, ,€80.00,
207,tienda1babies-cardigan-heathered-gray-1.html,Babies' cardigan Heathered gray,Description & Composition,"
                            We love the simple classic look of this cashmere babies' cardigan. A pretty light heathered gray jersey garment, it features a V-neck and two small pockets at the front, for a natural and delicate style.                        ",PEBDA2734CA, ,€130.00,
208,tienda1polisson-tunic-milk-white.html,Polisson tunic Milk white,Description & Composition,"
                            The beautiful Polisson tunic combines clean-cut styling and natural material. It has a Tunisian collar, a half-open button placket, long sleeves with buttoned cuffs and two small slits on the sides. Complete the look with jeans, a cardigan, and a cap.                        ",PEPOLISSON, ,€75.00,
209,tienda1robe-precieuse-bebe.html,Robe Precieuse bébé,Description & Composition,"
                            La robe Précieuse en soie smockée est idéale pour les grandes occasions. Tout n'est qu'élégance dans cette robe à mancherons. Le bloomer assorti est parfait pour compléter le look.                        ",PEPRECIEUSE, ,€230.00,
210,tienda1catalog/product/view/id/180581/s/babies-cardigan-navy/,Babies' cardigan Navy,Description & Composition,"
                            This pretty babies' cardigan in merino wool will be baby's comforting friend when you venture out to face the frosty mornings. This navy blue fully-buttoned piece features the small Bonpoint cherry discreetly embroidered on the front. It goes well with ribbed boxer shorts.                        ",PEBDA2958CA, ,€90.00,
211,tienda1cashmere-baby-cardigan-milk-white.html,Cashmere Baby cardigan milk white,Description & Composition,"
                            We love the simple classic look of this milk white cashmere baby cardigan. It features a V-neck and two small pockets at the front, for a natural and delicate style.                        ",PEBDA2734CA, ,€130.00,
212,tienda1ensemble-en-coton-fantaisie-bebe-bleu-gris.html,Baby Novelty Cotton Set gray blue,Description & Composition,"
                            This cotton set for baby is characterized by its garter stitch, forming wide stripes. The pants are elastic for easy dressing.
",S01ZSEKN0101, ,€135.00,
213,tienda1ensemble-fil-mouchete-bebe-bleu.html,Baby Nep Yarn Set blue,Description & Composition,"
                            This nep yarn set for baby is as elegant as it is comfortable. The top fastens with buttons on the raglan sleeves.
",S01YSEKN0101, ,€145.00,
214,tienda1ensemble-en-coton-bebe-bleu-du-nord.html,Ensemble en coton bébé bleu du Nord,Description & Composition,"
                            Cet ensemble en coton pour bébé est confortable et facile à assortir. Il se compose d'un legging à taille élastiquée et d'un haut avec encolure américaine. 
",S01ZSEKN0901, ,€55.00,
215,tienda1baby-striped-cotton-romper-sea-blue-stripes.html,Baby Striped Cotton Romper sea blue stripes,Description & Composition,"
                            This cotton knit romper for baby features a stunning striped motif. The inseam fastens with very practical snap buttons.
",S01ZSEKN0401, ,€125.00,
216,tienda1ensemble-de-nuit-imprime-bebe-imprime-bleu-du-nord.html,Baby Printed Night Set Northern Blue,Description & Composition,"
                            Babies are sure to have sweet dreams in this night set with an all-over print. The short sleeves and shorts have turned-up cuffs for a fashionable detail.
",S01YSEKN0201, ,€75.00,
217,tienda1polo-avec-badge-chien-bebe-gris-chine-clair.html,Baby Polo Shirt with Dog Badge heathered gray,Description & Composition,"
                            This polo shirt for baby features a classic cut, heathered cotton material, and rib knit trim. It has an eye-catching dog badge on the chest.
",S01YTSKN0301, ,€60.00,
218,tienda1chemise-tissu-liberty-exclusif-bebe-imprime-bleu-gris.html,Baby Exclusive Liberty Fabric Shirt gray blue,Description & Composition,"
                            Lightweight and elegant, this Nicolas shirt for baby is made of a cotton that's gentle on fragile skin. The exclusive Liberty fabric is printed with a timeless striped print.
",S01YSHWO0501, ,€80.00,
219,tienda1baby-printed-poplin-shirt.html,Baby' Printed Poplin Shirt,Description & Composition,"
                            ",S01YSHWO0502, ,€80.00,
220,tienda1baby-checked-tunic-red.html,Baby Checked Tunic red,Description & Composition,"
                            The Polisson baby tunic features distinctive rustic-inspired checks in bright colors. The straight-cut design is made of cotton voile material.
",S01YSHWO0102, ,€75.00,
221,tienda1tunique-en-coton-bebe-indigo.html,Baby Cotton Tunic indigo,Description & Composition,"
                            Made of hand-embroidered tone-on-tone lined cotton, the Emilio tunic for boys is ideal for warm days. It features a buttoned crew neck.
",S01YSHWO0303, ,€65.00,
222,tienda1blouse-en-tissu-liberty-bebe-fleur-rose-camelia.html,Baby Liberty Fabric Blouse camellia pink,Description & Composition,"
                            The Cadeli blouse for baby is made of a soft Liberty fabric in a color made exclusively for Bonpoint. This loose-fit organic cotton design features colorful smocking on the chest.
",S01XBLWO1101, ,€95.00,
223,tienda1baby-poplin-shirt-blue.html,Baby Poplin Shirt blue,Description & Composition,"
                            The Malo shirt for babies features an original check print. It has contrasting topstitching for a touch of novelty.
",S01YSHWO0401, ,€75.00,
224,tienda1tunique-en-popeline-bio-garcon-multicolore.html,Boys' Organic Poplin Tunic multicolored stripes,Description & Composition,"
                            This organic cotton poplin Polisson tunic for boys features a timeless striped pattern. Its buttoned collar adds an elegant touch.
",S01YSHWO0103, ,€80.00,
225,tienda1draw-a-cherry-bebe-organic-gray-t-shirt.html,Draw a cherry bébé organic gray t-shirt,Description & Composition,"
                            ",S01XTSKN04, ,€30.00,
226,tienda1blouse-ml-dentelle-2.html,Baby Cotton Voile Blouse milk white,Description & Composition,"
                            An iconic Bonpoint design, this Envol blouse for baby is very elegant thanks to its Calais lace panels. The blouse buttons at the back for easy dressing.
",PEENVOL2, ,€105.00,
227,tienda1baby-intarsia-cotton-sweater-heathered-gray.html,Baby Intarsia Cotton Sweater heathered gray,Description & Composition,"
                            This soft sweater for baby features an intarsia Bonpoint motif on the front. This straight-cut design fastens with two buttons on the shoulder.
",S01YJUKN0301, ,€85.00,
228,tienda1baby-intarsia-cardigan-heathered-gray.html,Baby Intarsia Cardigan heathered gray,Description & Composition,"
                            This timeless Bonpoint cardigan features several fashionable details. An Intarsia knit B graces the front and the rib knit cuffs and hem are finished with an elegant contrasting stripe.
",S01YCAKN0401, ,€85.00,
229,tienda1baby-intarsia-cardigan-indigo.html,Baby Intarsia Cardigan indigo,Description & Composition,"
                            This two-tone cardigan for baby is a Bonpoint classic. It is knit with cotton thread and features an intarsia B on the side.
",S01YCAKN0401, ,€85.00,
230,tienda1baby-cotton-cardigan-storm-blue.html,Baby Cotton Cardigan storm blue,Description & Composition,"
                            This baby cardigan is one of the House of Bonpoint's most timeless designs. The elegant garment features a V neck and patch pockets.
",S01YCAKN0301, ,€80.00,
231,tienda1baby-flecked-cotton-cardigan-blue.html,Baby Flecked Cotton Cardigan blue,Description & Composition,"
                            This knitted baby cardigan is characterized by its elegant flecked thread. The cut is slightly flared at the hem for added comfort.
",S01YCAKN0501, ,€95.00,
232,tienda1cardigan-9.html,Baby Cashmere Cardigan puce,Description & Composition,"
                            This cardigan for baby charms with its softness and plain color that is easy to coordinate. This iconic Bonpoint design is made of high-quality cashmere.
",PEBDA2620CA, ,€140.00,
233,tienda1pullover-avec-capuche.html,Baby Cashmere Sweater heathered gray,Description & Composition,"
                            This soft cashmere pullover for baby is an emblematic Bonpoint design. It features a wide hood fastened with a button on the collar.
",PEBDA2942PU, ,€155.00,
234,tienda1cardigan-4.html,Baby Cashmere Cardigan milk white,Description & Composition,"
                            This baby cardigan is an essential piece in every little one's wardrobe. This soft, warm sweater features an iconic tone-on-tone Bonpoint cherry embroidered on the front hem.
",PEBDA2703CA, ,€140.00,
235,tienda1bermuda-a-carreaux-bebe-carreaux-encre.html,Baby Checked Bermuda Shorts ink,Description & Composition,"
                            These Academy Bermuda shorts are a classic design given an updated look with a multicolored check print. The elastic waist with a button combines comfort and elegance.
",S01YBEWO0103, ,€95.00,
236,tienda1baby-cotton-chambray-pants-ink.html,Baby Cotton Chambray Pants ink,Description & Composition,"
                            These Garden pants for babies, in organic cotton, protect their skin and the environment. They have an elastic waist for more comfort.
",S01ZPAWO0401, ,€40.00,
237,tienda1baby-cotton-chambray-pants-khaki.html,Baby Cotton Chambray Pants khaki,Description & Composition,"
                            These Thursday pants for babies are extremely comfortable. They are made of an elegant organic cotton chambray.
",S01ZPAWO0202, ,€65.00,
238,tienda1baby-cotton-chambray-bermuda-shorts-ink.html,Baby Cotton Chambray Bermuda Shorts ink,Description & Composition,"
                            These organic cotton Academy bermuda shorts have been made with baby's delicate skin and the environment in mind. Fastened with a button, they feature a zip fastening starting at size 18 months.
",S01YBEWO0101, ,€75.00,
239,tienda1bloomer-en-popeline-de-coton-blanc-naturel.html,Cotton Poplin Bloomers natural white,Description & Composition,"
                            These Aki printed bloomers for babies are made of organic cotton. They are held in place by elastic bands around the thighs.
",S01ZBEWO0202, ,€40.00,
240,tienda1pantalon-en-popeline-bebe-craie.html,Pantalon en popeline bébé craie,Description & Composition,"
                            Le confort est à l'honneur avec le charmant pantalon Dandy pour bébé. Sa taille est élastiquée pour un enfilage facile.
",S01ZPAWO0301, ,€65.00,
241,tienda1pantalon-en-popeline-surteinte-bebe-bleu-mer.html,Baby Overdyed Poplin Pants sea blue,Description & Composition,"
                            Comfort the key for these Garden pants for baby. Their overdyed poplin material and harem pants design ensure a lightweight and elegant everyday look.
",S01ZPAWO0402, ,€50.00,
242,tienda1baby-lightweight-denim-overalls-milk-white.html,Baby Lightweight Denim Overalls milk white,Description & Composition,"
                            These overalls for babies are right on trend with their lightweight denim construction. Contrasting buttons on the front add a charming touch.
",S01YPAWO0201, ,€135.00,
243,tienda1pantalon-en-popeline-bebe-bleu-orage.html,Pantalon en popeline bébé bleu orage,Description & Composition,"
                            Le confort est à l'honneur avec le charmant pantalon Dandy pour bébé. Sa taille est élastiquée pour un enfilage facile.
",S01ZPAWO0301, ,€60.00,
244,tienda1baby-liberty-cotton-bloomers-multicolored.html,Baby Liberty Cotton Bloomers multicolored,Description & Composition,"
                            These Azur bloomers for baby combine style with comfort on summer days. Their exclusive Liberty fabric is very colorful.
",S01ZBEWO0401, ,€55.00,
245,tienda1exclusive-liberty-print-baby-overalls-multicolored.html,Exclusive Liberty Print Baby Overalls multicolored,Description & Composition,"
                            The Lilisy overalls for babies are made from organic cotton that is as gentle on delicate skin as it is on the planet. They feature narrow straps and an exclusive Liberty fabric created especially for the House of Bonpoint. 
",S01XPAWO0101, ,€115.00,
246,tienda1parka-3-en-1-deperlante-bebe-bleu-de-prusse.html,Baby 3-in-1 Waterproof Parka blue,Description & Composition,"
                            With the Stuart parka, babies are ready for any weather! This waterproof design features a removable interior vest for optimal protection against the cold. It is quilted and embroidered with the Bonpoint cherry motif.
",S01YOUWO0201, ,€225.00,
247,tienda1baby-padded-jacket-lichen-green.html,Baby Padded Jacket lichen green,Description & Composition,"
                            The Square baby padded jacket provides perfect protection in all weather. It is made of a recycled fabric that is water-repellent, windproof and breathable. The cuffs and hood have snug elastic. 
",S01ZOUWO0301, ,€195.00,
248,tienda1baby-pajamas-with-hand-embroidered-collar-sky-blue.html,Baby Pajamas with Hand-Embroidered Collar sky blue,Description & Composition,"
                            Baby will drift off to sleep dressed in these comfortable French terry pajamas. The small pointed collar is hand-embroidered with stunning motifs and a message.
",S01ZNIKN0202, ,€85.00,
249,tienda1lot-3-bodys-2.html,Set of Three Organic Cotton Baby Onesies sky blue,Description & Composition,"
                            The solid-colored baby onesies in this set of three are an iconic Bonpoint design. They are made of organic cotton rib for a gentle touch on baby's delicate skin.
",PEBTIBODYS3, ,€75.00,
250,tienda1bonpoint-x-bigstuffed-large-stuffed-dinosaur-light-khaki.html,Bonpoint x BigStuffed large stuffed dinosaur light khaki,Description & Composition,"
                            This absolutely charming Dino stuffed animal, covered with exclusive Bonpoint tartan fabric, was created in collaboration with BigStuffed. Large, soft and cuddly, it makes a very special gift.
",N20BSDINO1,,€190.00,
251,tienda1bigstuffed-x-bonpoint-stuffed-whale-printed-blush-pink.html,BigStuffed x Bonpoint Stuffed Whale printed blush pink,Description & Composition,"
                            This 100% cotton stuffed whale is made of an exclusive Bonpoint print in collaboration with BigStuffed. Very soft with droopy eyes, this plush animal is a perfect gift for a baby shower or Christmas.
",N20BSWHALE,,€110.00,
252,tienda1bonpoint-x-bigstuffed-medium-stuffed-dinosaur-brown-tartan.html,Bonpoint x BigStuffed medium stuffed dinosaur brown tartan,Description & Composition,"
                            This Dino stuffed animal is crafted from an exclusive tartan fabric by Bonpoint and created in collaboration with BigStuffed. Its medium size is easy for little ones to play with. This toy makes a sweet, original gift.
",N20BSDINO,,€125.00,
253,tienda1baby-shower-set-milk-white.html,Baby shower set milk white,Description & Composition,"
                            This baby shower set consists of 4 pieces made from organic cotton, including a sweater, a cap, and a stuffed rabbit toy. The baby's vest is decorated with the message ""Bonjour petit Amour"" in gold letters.                        ",E20COFFRET1,,€170.00,
254,tienda1newborn-set-milk-white.html,Newborn set milk white,Description & Composition,"
                            This gorgeous newborn set contains all the necessary items for keeping a newborn warm. Featuring shoes, printed collar body, all in pure white, this set is the perfect gift for new parents.                        ",E20COFFRET2,,€390.00,
255,tienda1wooden-brush.html,Wooden Brush,Description & Composition,"
                            Soft natural bristle brush. Permanent collection.                        ",PEBAVBROSSE,,€20.00,
256,tienda1large-maternity-case.html,Large Maternity Case,Description & Composition,"
                            This large maternity case is the perfect gift for a newborn. A soft velvet exterior and an interior decorated with small golden cherries. This suitcase is both pretty and practical, it will be perfect for a future mother. Available in 3 sizes.                        ",PEATSVAL3,,€55.00,
257,tienda1organic-cotton-socks-milk-white.html,Organic cotton socks Milk white,Description & Composition,"
                            These carefully made organic cotton socks are distinguished by their delicate design. This plain colored bouclé accessory has the emblematic Bonpoint cherry motif. Pair these socks with the matching hat and mittens.                        ",PEBGINAISS, ,€0.00,
258,tienda1catalog/product/view/id/178049/s/babies-socks-milk-white/,Babies' socks milk white,Description & Composition,"
                            These ecru socks are very delicate. With their narrow ribbing and folded-down section at the top, they keep baby's feet warm while adding the perfect finishing touch to the outfit. Pair them with leather Mary Janes for an adorable combination.                        ",PEBGICOTFIB, ,€12.00,
259,tienda1socks-with-lace-white.html,Socks with lace White,Description & Composition,"
                            These socks with lace are really gorgeous with their lace upper edge. The Bonpoint logo is embroidered over the arch of the foot in gold letters. They look perfect worn with a pretty dress on a special occasion.                        ",E20BGIDENTB, ,€17.00,
260,tienda1calecon-2.html,Babies' underwear heathered gray,Description & Composition,"
                            This cotton babies' underwear is extra-comfortable. The elasticated waistband of this white design ensures baby can move around freely without worrying about it slipping. It can be worn under a dress or with a floral blouse or classic T-shirt.                        ",PEBTI2037CA, ,€25.00,
261,tienda1chaussettes-37.html,Babies' socks pale pink,Description & Composition,"
                            These ecru socks are very delicate. With their narrow ribbing and folded-down section at the top, they keep baby's feet warm while adding the perfect finishing touch to the outfit. Pair them with leather Mary Janes for an adorable combination.                        ",PEBGICOTFIB, ,€12.00,
262,tienda1chaussures-en-cuir-bebe-bleu.html,Baby Leather Shoes blue,Description & Composition,"
                            These Joyau shoes feature very elegant tone-on-tone lacing and stitching. The leather design is perfect for your little one's first steps.
",S01ZSHLF0101, ,€90.00,
263,tienda1derbies-en-cuir-velours-bebe-bleu-gris.html,Baby Suede Derbies gray blue,Description & Composition,"
                            These adorable Little kidskin derby shoes for baby are very supple and make a unique baby shower gift. The shoe has a wide opening and fastens with round laces.
",S01ZSHLF0401, ,€95.00,
264,tienda1baby-striped-cotton-and-linen-jacket-amande.html,Baby Striped Cotton And Linen Jacket amande,Description & Composition,"
                            This Léopold baby jacket is perfect for comfortable outfits. Tone-on-tone hand-embroidered cherries decorate the left pocket.
",S01YJAWO0101, ,€155.00,
265,tienda1pantalon-lin-et-coton-bebe-rayures-amande.html,Baby Cotton and Linen Pants amande,Description & Composition,"
                            These Thursday pants for baby are covered with a timeless stripe pattern. The tone-on-tone Bonpoint cherry logo is hand-embroidered on the left pocket.
",S01ZPAWO0205, ,€85.00,
266,tienda1robe-smockee-a-la-main-fille-jaune-clair.html,Girls' Hand-Smocked Dress light yellow,Description & Composition,"
                            The Duchesse dress for girls features hand-embroidered smocking on the chest. The flared taffeta design is a pretty mix of colorful squares.
",S01GDRWO1602, ,€275.00,
267,tienda1robe-en-coton-liberty-fille-fleur-rose-camelia.html,Girls Liberty Cotton Dress camellia pink,Description & Composition,"
                            This fresh, lightweight Nilunea dress for girls charms with its Liberty fabric in an exclusive color. It features pretty stitched pleats on the front.
",S01GDRWO0601, ,€125.00,
268,tienda1robe-smockee-en-coton-fille-fleur-rose-camelia.html,Girls' Smocked Cotton Dress camellia pink,Description & Composition,"
                            Elegance is easy for girls to achieve with this Duchesse dress. Made of Liberty fabric in an exclusive color, it features hand-smocking on the chest.
",S01GDRWO1601, ,€285.00,
269,tienda1robe-en-coton-rebrode-fille-kaki-fonce.html,Girls' Embroidered Cotton Dress dark khaki,Description & Composition,"
                            With its embroidered cotton construction, the lined Nilunéa girls' dress is crisp and comfortable. The flared design makes it suitable for any activity.
",S01GDRWO0606, ,€110.00,
270,tienda1girls-exclusive-liberty-fabric-dress-verdigris.html,Girls' Exclusive Liberty Fabric Dress verdigris,Description & Composition,"
                            This Giselle dress for girls has a uniquely refined look thanks to its Liberty fabric created exclusively for Bonpoint. It features a matching belt that ties at the waist.
",S01GDRWO4801, ,€140.00,
271,tienda1robe-longue-avec-smocks-fille-imprime-kaki-fonce.html,Girls' Long Smocked Dress dark khaki,Description & Composition,"
                            This Nesti girls' dress is decidedly bohemian in nature. The smocked chest and lace panels add lots of charm to this design. 
",S01GDRWO2401, ,€150.00,
272,tienda1robe-chasuble-en-denim-fille-light-denim.html,Robe chasuble en denim fille light denim,Description & Composition,"
                            This Gimma dress with straps is a good choice for girls thanks to its comfortable straight cut. The stunning embroidery on the front was done by hand at the CSAO workshop in Senegal. The Bonpoint cherry is embroidered on the rear patch pocket.
",C01GDRWO0301, ,€220.00,
273,tienda1girls-exclusive-liberty-fabric-dress-multicolored-1.html,Girls' Exclusive Liberty Fabric Dress multicolored,Description & Composition,"
                            This charming Sixtine dress features an elegant flowing drape and an asymmetric cut that makes it longer on the back. Crafted from an exclusive multicolored floral Liberty fabric, it features delicately hand-embroidered smocking.
",C01GDRWO0101, ,€200.00,
274,tienda1girls-exclusive-liberty-fabric-dress-multicolored-2.html,Girls' Exclusive Liberty Fabric Dress multicolored,Description & Composition,"
                            This lightweight, colorful Silke dress for girls is crafted from an exclusive floral print Liberty fabric. Fine strips of Calais lace on the chest add an extra touch of refinement.
",C01GDRWO0201, ,€160.00,
275,tienda1robe-en-voile-plumetis-imprime-fille-blanc-naturel.html,Girls' Printed Dotted Swiss Dress natural white,Description & Composition,"
                            The Alina dress is made of a lightweight Swiss dot cotton voile material that full of movement. This printed design is embellished with a Calais lace insert.
",S01GDRWO2507, ,€110.00,
276,tienda1robe-a-plastron-volante-fille-imprime-rose-petale.html,Girls' Dress with Ruffled Bib petal pink,Description & Composition,"
                            The Nalou girls' dress is characterized by its romantic pleated bib with ruffled finishes. The exclusive Liberty fabric is adorned with a floral motif in soft, sweet colors.
",S01GDRWO3001, ,€175.00,
277,tienda1robe-en-tissu-liberty-exclusif-fille-imprime-rose-petale.html,Girls' Exclusive Liberty Fabric Dress petal pink,Description & Composition,"
                            The Paysanne girls' dress is oh-so-sweet, with its exclusive Liberty fabric displaying pastel flowers. It is finished with hand-embroidered smocking on the bust.
",S01GDRWO3501, ,€175.00,
278,tienda1girls-printed-poplin-dress-printed-pink.html,Girls' Printed Poplin Dress printed pink,Description & Composition,"
                            The Samantha dress for girls is made of lightweight printed cotton and features many charming details. The design has thin straps and large ruffles at the bust and hem.
",S01GDRWO2204, ,€120.00,
279,tienda1girls-exclusive-liberty-fabric-dress-light-yellow.html,Girls' Exclusive Liberty Fabric Dress light yellow,Description & Composition,"
                            The Salomé girls' dress combines refined style with environmental responsibility. Made from eco-friendly organic cotton in an exclusive Liberty motif, it has a wide crew neck embellished with hand-embroidered smocking.
",S01GDRWO0901, ,€140.00,
280,tienda1robe-bimatiere-fille-blanc-lait.html,Girls' Dual-Fabric Dress milk white,Description & Composition,"
                            This girls' dress combines warmth and elegance with its unique mix of materials. The knitted top is decorated with the iconic Cherry embroidered at the hem, while the skirt is made of Liberty fabric.
",S01GDRKN0701, ,€150.00,
281,tienda1robe-longue-en-crepon-fille-rose-the.html,Girls' Long Crepe Dress baby pink,Description & Composition,"
                            The girls' Sade long dress has a unique romantic style. It features twisted details at the neckline and patterned lace trim.
",S01GDRWO2102, ,€110.00,
282,tienda1girls-dress-with-braided-neckline-printed-pink.html,Girls' Dress With Braided Neckline printed pink,Description & Composition,"
                            The retro-inspired Sade girls' dress combines the iconic cherry print with a long, flared cut. This organic cotton voile design has a distinctive braided neckline and pretty lace insert.
",S01GDRWO2101, ,€120.00,
283,tienda1girls-cotton-and-lace-dress-milk-white.html,Girls' cotton and lace dress milk white,Description & Composition,"
                            The Silke girls' dress is an ode to elegance in cotton and lace. It has a delicate, slightly fitted cut and a fluid drape.
",C01GDRWO0203, ,€140.00,
284,tienda1chemise-en-denim-rebrodee-fille-light-denim.html,Chemise en denim rebrodée fille light denim,Description & Composition,"
                            This Newis girls' denim shirt features a message of Love on the back, meticulously embroidered by the CSAO workshop in Senegal. This pieced garment has contrasting topstitching.
",C01GBLWO0301, ,€190.00,
285,tienda1girls-exclusive-liberty-fabric-blouse-multicolored.html,Girls' Exclusive Liberty Fabric Blouse multicolored,Description & Composition,"
                            This romantic Suely dress for girls is crafted from exclusive Liberty fabric printed with multicolored flowers. The delicate and refined smocking at the collar is hand-embroidered.
",C01GBLWO0201, ,€130.00,
286,tienda1blouse-en-tissu-liberty-exclusif-fille-multicolored.html,Blouse en tissu Liberty exclusif fille multicolored,Description & Composition,"
                            This Suzie blouse charms girls with its multicolored floral pattern on exclusive Liberty fabric. Calais lace inserts on the front add a touch of refinement.
",C01GBLWO0101, ,€120.00,
287,tienda1girls-soft-jersey-t-shirt-milk-white-2.html,Girls' Soft Jersey T-shirt milk white,Description & Composition,"
                            This girls' T-shirt features a very romantic embroidered cherry with heart- and flower-shaped fruit. The edges are in colorful thread, while the interior features a stunning floral print Liberty fabric.
",C01GTSKN0101, ,€50.00,
288,tienda1girls-soft-jersey-t-shirt-poppy-red.html,Girls' Soft Jersey T-shirt poppy red,Description & Composition,"
                            This girls' T-shirt is right on trend with its sequined print starring the Bonpoint cherries in the middle. Its soft jersey fabric promises all-day comfort.
",C01GTSKN0201, ,€50.00,
289,tienda1girls-cotton-and-lace-blouse-milk-white.html,Girls' cotton and lace blouse milk white,Description & Composition,"
                            The Suzie girls' blouse is made of cotton and lace for a very elegant look. The short-sleeved design has a discreet button closure on the back. 
",C01GBLWO0203, ,€100.00,
290,tienda1t-shirt-avec-serigraphie-fille-rose-fane.html,Girls' Silkscreened T-shirt faded pink,Description & Composition,"
                            This slub jersey T-shirt charms girls with its soft color. An adorable silkscreened turtle adorns the front of this short-sleeved design.
",S01GTSKN0102, ,€50.00,
291,tienda1girls-silkscreen-t-shirt-milk-white-2.html,Girls' Silkscreen T-shirt milk white,Description & Composition,"
                            The loose fit and soft jersey material make this girls' T-shirt comfortable to wear. It features silkscreened flowers on the front.
",S01GTSKN0101, ,€50.00,
292,tienda1t-shirt-en-jersey-et-popeline-fille-blanc-lait.html,Girls' Jersey and Poplin T-shirt milk white,Description & Composition,"
                            This girls' T-shirt offers an original, elegant mix of materials. The back and sleeves are made of soft cotton jersey, while the front is made of smocked poplin material.
",S01GTSKN0301, ,€75.00,
293,tienda1girls-bonpoint-x-ceizer-silkscreen-t-shirt-petal-pink.html,Girls' Bonpoint x Ceizer Silkscreen T-Shirt petal pink,Description & Composition,"
                            This girls' T-shirt is made of soft jersey in an equally soft color. The fashionable touch: the Ceizer silkscreen on the front.
",S01GTSKN0802, ,€55.00,
294,tienda1girls-soft-jersey-t-shirt-milk-white-1.html,Girls' Soft Jersey T-shirt milk white,Description & Composition,"
                            This girls' jersey T-shirt is an invitation to travel with its brightly colored print. It features a flowing straight cut and a slightly rounded hem.
",S01GTSKN0101, ,€50.00,
295,tienda1t-shirt-en-jersey-et-popeline-fille-rose.html,Girls' Jersey and Poplin T-shirt pink,Description & Composition,"
                            This girls' T-shirt offers an original, elegant mix of materials. The back and sleeves are made of soft cotton jersey, while the front is made of smocked poplin material.
",S01GTSKN0301, ,€75.00,
296,tienda1blouse-a-fronces-et-volants-fille-imprime-kaki-fonce.html,Girls' Pleated and Ruffled Blouse dark khaki,Description & Composition,"
                            The Nilune girls' blouse features a straight cut decorated with smocking beneath the neckline and vertical ruffles at the shoulders. The pleating shows off the Bonpoint cherry motif.
",S01GBLWO0402, ,€80.00,
297,tienda1blouse-a-rayures-fille-rayures-multicolore.html,Girls' Striped Blouse multicolored,Description & Composition,"
                            The stripes on the Soleil blouse will brighten up your little girl's wardrobe. This design features wide straps, combining comfort and elegance.
",S01GBLWO2801, ,€70.00,
298,tienda1t-shirt-serigraphie-ceizer.html,Girls' Embroidered Jersey T-shirt navy,Description & Composition,"
                            This girls' jersey T-shirt owes its originality to the Ceizer embroidery on the front. This straight-cut wide-sleeved design is ideal for a casual outfit.
",S01GTSKN0104, ,€55.00,
299,tienda1girls-silkscreen-t-shirt-milk-white-1.html,Girls' Silkscreen T-shirt milk white,Description & Composition,"
                            This girls' T-shirt is as comfortable as it is pretty with its loose fit and jersey construction. The colorful silkscreen design on the front is an invitation to travel.
",S01GTSKN0901, ,€50.00,
300,tienda1t-shirt-a-serigraphie-cerise-fille-blanc-lait.html,Girls' Silkscreened Cherry T-shirt milk white,Description & Composition,"
                            The emblematic Bonpoint cherry with iridescent finishing touches adorns the front of this girls' T-shirt. With its soft jersey material and straight cut, it is perfect for a casual outfit.
",S01GTSKN0801, ,€50.00,
301,tienda1girls-cherry-embroidery-t-shirt-poppy-red.html,Girls' Cherry Embroidery T-shirt poppy red,Description & Composition,"
                            This jersey T-shirt for girls is both understated and elegant. This solid-colored design features a tone-on-tone embroidered cherry.
",S01GTSKN0701, ,€55.00,
